LiefKWJ;Monat;LiefDatum;LiefZeitV;LiefZeitB;CVgId;Typ;LoAdrId;LoPlz;LoOrt;DspGrpKz;DspZenKz;AArtKz;ConTyp;CSAnz;CHAnz;FzgNr;Bez;Plz;Ort;AddDatum
2025;1;31.01.2025;07:00:00;10:00:00;8270587;Firma;2294329;24558;Henstedt-Ulzburg;C;HH;W;C25;1;1;0254;Baustellenabfälle zur Vorbehandlung;22525;Hamburg;29.01.2025 16:52
2025;1;31.01.2025;07:00:00;10:00:00;8270592;Firma;1956298;21079;Hamburg;M;HH;W;M07;1;1;0246;Baustellenabfälle zur thermischen Verwertung;22525;Hamburg;29.01.2025 17:11
2025;1;31.01.2025;07:00:00;10:00:00;8271281;Firma;942601;21147;Hamburg;C;HH;W;C35;1;1;Seelandt 4;Gewerbeabfall zur thermischen Verwertung;20539;Hamburg;30.01.2025 08:16
2025;1;31.01.2025;07:00:00;10:00:00;8271431;Firma;2319505;24118;Kiel;C;KIE;W;C25;1;1;0485;Baustellenabfälle zur Vorbehandlung;24145;Kiel;30.01.2025 09:26
2025;1;31.01.2025;07:00:00;10:00:00;8271525;Firma;2071651;21107;Hamburg;M;HH;W;M10KB;1;1;0267;Alt- und Bauholz behandelt A2;20539;Hamburg;30.01.2025 09:59
2025;1;31.01.2025;07:00:00;10:00:00;8271527;Firma;2071651;21107;Hamburg;M;HH;W;M10D;1;1;0270;Baustellenabfälle zur Vorbehandlung;20539;Hamburg;30.01.2025 09:59
2025;1;31.01.2025;07:00:00;10:00:00;8271553;Firma;1483681;24558;Henstedt-Ulzburg;C;HH;W;C35;1;1;0239;Verpressen Graukarton;24558;Henstedt-Ulzburg;30.01.2025 10:10
2025;1;31.01.2025;07:00:00;10:00:00;8271706;Firma;2247344;20359;Hamburg;M;HH;W;M07;1;1;0246;Baustellenabfälle zur Vorbehandlung;22525;Hamburg;30.01.2025 11:08
2025;1;31.01.2025;07:00:00;10:00:00;8271762;Firma;2316745;21079;Hamburg;C;HH;W;C25;1;1;0236;Gipskartonplatten;22525;Hamburg;30.01.2025 11:24
2025;1;31.01.2025;07:00:00;10:00:00;8271809;Firma;2319702;21640;Nottensdorf;C;HH;W;C35;1;1;AT 8;Gipskartonplatten;22525;Hamburg;30.01.2025 11:39
2025;1;31.01.2025;07:00:00;10:00:00;8271814;Firma;2319702;21640;Nottensdorf;C;HH;W;C35;1;1;AT 8;Mineralfaserabfall in transparenten Bags;22525;Hamburg;30.01.2025 11:42
2025;1;31.01.2025;07:00:00;10:00:00;8271824;Firma;1773922;20249;Hamburg;C;HH;W;C07;1;1;0236;Boden unbeprobt zur Verwertung;22113;Hamburg;30.01.2025 11:45
2025;1;31.01.2025;07:00:00;10:00:00;8271853;Firma;2313154;25336;Elmshorn;C;HH;W;C25;1;1;0235;Dachpappe, teerhaltig Hg-Gehalt > 1 mg/kg;22525;Hamburg;30.01.2025 12:02
2025;1;31.01.2025;07:00:00;10:00:00;8271978;Firma;2296501;20359;Hamburg;M;HH;W;M10;1;1;0268;Alt- und Bauholz behandelt A2;22525;Hamburg;30.01.2025 12:51
2025;1;31.01.2025;07:00:00;10:00:00;8272033;Firma;2263216;22559;Hamburg;M;HH;W;M10KB;1;1;0265;Alt- und Bauholz behandelt A2;22525;Hamburg;30.01.2025 13:24
2025;1;31.01.2025;07:00:00;10:00:00;8272104;Firma;2263216;22559;Hamburg;M;HH;W;M10KB;1;1;0265;Alt- und Bauholz behandelt A2;22525;Hamburg;30.01.2025 14:06
2025;1;31.01.2025;07:00:00;11:00:00;8270435;Firma;1148295;20095;Hamburg;M;HH;W;M05;1;1;Seelandt1;Gipskartonplatten;20539;Hamburg;29.01.2025 15:19
2025;1;31.01.2025;07:00:00;11:00:00;8270450;Firma;1148295;20095;Hamburg;M;HH;W;M05;1;1;Seelandt1;Baustellenabfälle zur Vorbehandlung;20539;Hamburg;29.01.2025 15:26
2025;1;31.01.2025;07:00:00;11:00:00;8271216;Firma;2121250;22113;Hamburg;C;HH;W;C35;1;1;0278;Mineralfaserabfall in nicht transparenten Bags;22525;Hamburg;30.01.2025 07:22
2025;1;31.01.2025;07:00:00;11:00:00;8271480;Firma;2194044;20537;Hamburg;M;HH;W;M10KB;1;1;0115;Alt- und Bauholz unbehandelt A1;22525;Hamburg;30.01.2025 09:47
2025;1;31.01.2025;07:00:00;12:00:00;8267724;Firma;1088201;22113;Hamburg;M;HH;W;M10D;1;1;0270;Gewerbeabfall zur Vorbehandlung;22113;Hamburg;28.01.2025 10:00
2025;1;31.01.2025;07:00:00;12:00:00;8269228;Firma;1106186;24148;Kiel;C;KIE;W;C10SB;1;1;0487;Asbestzementabfälle in 1-cbm-Big Bags verpackt;24145;Kiel;29.01.2025 08:20
2025;1;31.01.2025;07:00:00;12:00:00;8269480;Firma;1001732;22880;Wedel;M;HH;W;M10;1;1;0266;Alt- und Bauholz behandelt A2;22525;Hamburg;29.01.2025 10:20
2025;1;31.01.2025;07:00:00;12:00:00;8269798;Firma;1123871;21107;Hamburg;C;HH;W;C15HM;1;1;0155;Gewerbeabfall zur thermischen Verwertung;21129;Hamburg;29.01.2025 11:54
2025;1;31.01.2025;07:00:00;13:00:00;8271957;Firma;2298132;22769;Hamburg;M;HH;W;M10D;1;1;0086;Baustellenabfälle zur Vorbehandlung;22525;Hamburg;30.01.2025 12:42
2025;1;31.01.2025;07:00:00;14:00:00;8269289;Firma;2306691;25704;Meldorf;C;SME;W;C10;1;1;SM347;Bauschutt < 60 cm;25436;Tornesch;29.01.2025 08:41
2025;1;31.01.2025;07:00:00;14:00:00;8269295;Firma;2306691;25704;Meldorf;C;SME;W;C10;1;1;SM347;Bauschutt < 60 cm;25436;Tornesch;29.01.2025 08:44
2025;1;31.01.2025;07:00:00;15:00:00;8267931;Firma;2208873;22113;Hamburg;C;HH;W;C10;1;1;0195;Alt- und Bauholz behandelt A2;20539;Hamburg;28.01.2025 11:45
2025;1;31.01.2025;07:00:00;16:00:00;8268388;Firma;1621730;22769;Hamburg;C;HH;W;C25;1;1;0236;Alt- und Bauholz behandelt A2;22525;Hamburg;28.01.2025 16:42
2025;1;31.01.2025;08:00:00;09:00:00;8230599;Firma;949200;21147;Hamburg;C;HH;W;C35;2;2;Seelandt 4;Gewerbeabfall zur thermischen Verwertung;20539;Hamburg;27.12.2024 10:59
2025;1;31.01.2025;08:00:00;11:00:00;8267995;Firma;2162315;22085;Hamburg;M;HH;W;M07;1;1;0262;Baustellenabfälle zur Vorbehandlung;22525;Hamburg;28.01.2025 12:25
2025;1;31.01.2025;08:00:00;11:00:00;8271834;Firma;2319736;22399;Hamburg;M;HH;W;M07;1;1;0181;Gipskartonplatten;22525;Hamburg;30.01.2025 11:51
2025;1;31.01.2025;08:00:00;14:00:00;8247640;Firma;1106063;21220;Seevetal;M;HH;W;M10D;1;1;0269;Kartonagen 1.04 B19 oberer EUWID Vor-Vormonat;22525;Hamburg;14.01.2025 07:02
2025;1;31.01.2025;08:00:00;16:30:00;8268248;Firma;2126260;25348;Glückstadt;C;SME;W;C15;1;1;SM317;Baustellenabfälle zur Vorbehandlung;25524;Itzehoe;28.01.2025 14:45
2025;1;31.01.2025;08:30:00;;8271377;Firma;1054445;22457;Hamburg;C;HH;W;C10;1;1;0231;Baustellenabfälle zur Vorbehandlung;22525;Hamburg;30.01.2025 09:03
2025;1;31.01.2025;09:00:00;12:00:00;8270425;Firma;2311896;24114;Kiel;C;KIE;W;C20;1;1;0485;Gipskartonplatten;24145;Kiel;29.01.2025 15:12
2025;1;31.01.2025;09:00:00;12:00:00;8271803;Firma;2321397;22457;Hamburg;M;HH;W;M10;1;1;0280;Baustellenabfälle zur Vorbehandlung;22525;Hamburg;30.01.2025 11:37
2025;1;31.01.2025;09:00:00;15:00:00;8272067;Firma;2296996;21435;Stelle;C;HH;W;C25SD;1;1;0260;Akten zur Vernichtung ISO 21964, SK2, SST4;20539;Hamburg;30.01.2025 13:49
2025;1;31.01.2025;09:30:00;17:00:00;8230567;Firma;1888678;22083;Hamburg;C;HH;W;C25SD;1;1;0260;Asbestzementabfälle in 1-cbm-Big Bags verpackt;22525;Hamburg;27.12.2024 10:57
2025;1;31.01.2025;10:00:00;13:00:00;8270598;Firma;1296027;22399;Hamburg;M;HH;W;M10;1;1;0238;Baustellenabfälle zur Vorbehandlung;22525;Hamburg;29.01.2025 17:19
2025;1;31.01.2025;10:00:00;13:00:00;8271557;Firma;2320153;20249;Hamburg;M;HH;W;M07;1;1;0181;Bauschutt nicht recyclefähig - Beseitig. max. DK I;22525;Hamburg;30.01.2025 10:10
2025;1;31.01.2025;11:00:00;14:00:00;8271186;Firma;2266177;22085;Hamburg;M;HH;W;M07HH;1;1;0261;Bauschutt < 60 cm;20539;Hamburg;30.01.2025 07:05
2025;1;31.01.2025;11:00:00;14:00:00;8271550;Firma;1483681;24558;Henstedt-Ulzburg;C;HH;W;C35;1;1;0239;Alt- und Bauholz behandelt A2;24558;Henstedt-Ulzburg;30.01.2025 10:10
2025;1;31.01.2025;12:00:00;14:00:00;8271530;Firma;2311991;22529;Hamburg;M;HH;W;M10D;1;1;0237;Bauschutt < 60 cm;22525;Hamburg;30.01.2025 10:01
2025;2;01.02.2025;09:00:00;13:00:00;8271198;Firma;1065740;25761;Büsum;C;SME;T;C15HM;1;1;SM717;Farben, Druckfarben, Klebstoffe und Kunstharze;25524;Itzehoe;30.01.2025 07:13
2025;2;03.02.2025;;;8245760;Firma;2317820;24159;Kiel;M;KIE;H;M10;0;1;0180;Bauschutt < 60 cm;24145;Kiel;13.01.2025 05:52
2025;2;03.02.2025;;;8247967;Privat;2318236;24360;Barkelsby;M;KIE;H;M07;0;1;0180;Baustellenabfälle zur Vorbehandlung;24145;Kiel;14.01.2025 10:18
2025;2;03.02.2025;;;8265473;Privat;2320901;22926;Ahrensburg;M;HH;H;M07;0;1;0270;Alt- und Bauholz behandelt A2;20539;Hamburg;27.01.2025 06:40
2025;2;03.02.2025;;;8265515;Privat;2320892;25599;Wewelsfleth;M;SME;H;M07;0;1;SM347;Baustellenabfälle zur Vorbehandlung;25436;Tornesch;27.01.2025 07:06
2025;2;03.02.2025;;;8267624;Firma;2321347;24113;Molfsee;M;KIE;H;M05;0;1;0484;Baustellenabfälle zur Vorbehandlung;24145;Kiel;28.01.2025 09:16
2025;2;03.02.2025;;;8267925;Firma;2321464;24105;Kiel;M;KIE;H;M05;0;1;0484;Bauschutt < 60 cm;24145;Kiel;28.01.2025 11:42
2025;2;03.02.2025;;;8268021;Firma;2291573;24782;Büdelsdorf;M;KIE;H;M07D;0;1;0496;Baustellenabfälle zur Vorbehandlung;24145;Kiel;28.01.2025 12:32
2025;2;03.02.2025;;;8268225;Firma;2110496;20457;Hamburg;M;HH;H;M07KB;0;1;0153;Beton 100 - 300 cm;20457;Hamburg;28.01.2025 14:40
2025;2;03.02.2025;;;8270355;Firma;1796243;20539;Hamburg;C;HH;H;C35SD;0;1;0276;Styropor aus Umverpack. (HBCD- u. Anhaftungsfrei);22113;Hamburg;29.01.2025 14:40
2025;2;03.02.2025;;;8270361;Firma;1796243;20539;Hamburg;C;HH;H;C35SD;0;1;0259;Styropor aus Umverpack. (HBCD- u. Anhaftungsfrei);22113;Hamburg;29.01.2025 14:43
2025;2;03.02.2025;;;8271276;Firma;2320876;24222;Schwentinental;C;KIE;H;C07;0;1;0235;Bauschutt < 60 cm;24145;Kiel;30.01.2025 08:16
2025;2;03.02.2025;;;8271310;Firma;2319758;24229;Schwedeneck;M;KIE;H;M07;0;1;0484;Asbestzementabfälle in 1-cbm-Big Bags verpackt;24145;Kiel;30.01.2025 08:34
2025;2;03.02.2025;;;8271446;Firma;2320752;22549;Hamburg;C;HH;H;C10;0;1;0231;Sperrmüll zur Verwertung;22525;Hamburg;30.01.2025 09:31
2025;2;03.02.2025;;;8271619;Firma;922665;21465;Reinbek;M;HH;H;M07HHSB;0;1;0268;Gewerbeabfall zur thermischen Verwertung;20539;Hamburg;30.01.2025 10:37
2025;2;03.02.2025;;;8271674;Firma;2257086;24145;Kiel;M;KIE;H;M07D;0;1;0484;Baustellenabfälle zur Vorbehandlung;24145;Kiel;30.01.2025 11:01
2025;2;03.02.2025;;;8271679;Firma;2257086;24145;Kiel;M;KIE;H;M03;0;1;0484;Bauschutt nicht recyclefähig - Beseitig. max. DK I;24145;Kiel;30.01.2025 11:03
2025;2;03.02.2025;;;8271830;Firma;2267781;24159;Kiel;M;KIE;H;M07;0;1;0484;Kontaminiertes Holz A4;24145;Kiel;30.01.2025 11:50
2025;2;03.02.2025;;;8271942;Firma;2298622;22459;Hamburg;M;HH;H;M07;0;1;0280;Baustellenabfälle zur Vorbehandlung;22525;Hamburg;30.01.2025 12:36
2025;2;03.02.2025;;;8272002;Privat;2284575;21039;Hamburg;C;HH;H;C10;0;1;0196;Baustellenabfälle zur Vorbehandlung;20539;Hamburg;30.01.2025 13:17
2025;2;03.02.2025;;;8272042;Firma;2267186;24220;Flintbek;M;KIE;H;M10D;0;1;0496;Baustellenabfälle zur Vorbehandlung;24145;Kiel;30.01.2025 13:30
2025;2;03.02.2025;;;8272043;Firma;2318921;25336;Klein Nordende;C;SME;H;C10SB;0;1;SM862;Baustellenabfälle zur Vorbehandlung;25524;Itzehoe;30.01.2025 13:35
2025;2;03.02.2025;;;8272080;Firma;1621711;25469;Halstenbek;M;HH;H;M10;0;1;0246;Alt- und Bauholz behandelt A2;22525;Hamburg;30.01.2025 13:58
2025;2;03.02.2025;;;8272142;Firma;2055981;24116;Kiel;M;KIE;H;M07;0;1;0496;Baustellenabfälle zur Vorbehandlung;24145;Kiel;30.01.2025 14:29
2025;2;03.02.2025;;;8272161;Firma;2294113;22763;Hamburg;C;HH;H;C10;0;1;0231;;;;30.01.2025 14:39
2025;2;03.02.2025;;;8272357;Firma;2319463;24116;Kiel;M;KIE;H;M07KB;0;1;0496;Boden unbeprobt zur Verwertung;24145;Kiel;30.01.2025 15:28
2025;2;03.02.2025;;;8272360;Firma;2319463;24116;Kiel;M;KIE;H;M07;0;1;0180;Bauschutt < 60 cm;24145;Kiel;30.01.2025 15:30
2025;2;03.02.2025;;;8273382;Firma;2264154;20251;Hamburg;M;HH;H;M07;0;1;0279;Baustellenabfälle zur Vorbehandlung;22525;Hamburg;31.01.2025 09:43
2025;2;03.02.2025;;;8273389;Firma;2314005;20251;Hamburg;M;HH;H;M10;0;1;0279;Beton 60 - 100 cm;22525;Hamburg;31.01.2025 09:46
2025;2;03.02.2025;;;8273425;Firma;109900;20539;Hamburg;C;HH;H;C35;0;1;0236;;;;31.01.2025 10:18
2025;2;03.02.2025;;;8273719;Firma;1011177;25482;Appen;C;HH;H;C35SD;0;1;0239;Sperrmüll zur Verwertung;25436;Tornesch;31.01.2025 13:17
2025;2;03.02.2025;;;8273752;Firma;2205182;20457;Hamburg;C;HH;H;C15;0;1;0277;Gewerbeabfall zur thermischen Verwertung;21129;Hamburg;31.01.2025 13:31
2025;2;03.02.2025;;;8273753;Firma;2205182;20457;Hamburg;C;HH;H;C25;0;1;0193;Gewerbeabfall zur thermischen Verwertung;21129;Hamburg;31.01.2025 13:32
2025;2;03.02.2025;;;8273760;Firma;1954346;22111;Hamburg;M;HH;H;M05;0;1;Seelandt1;Elektroschrott (SG5) - Klein-, IT-Geräte;22525;Hamburg;31.01.2025 13:44
2025;2;03.02.2025;;;8273819;Privat;2321040;22527;Hamburg;M;HH;H;M05;0;1;0266;Baustellenabfälle zur Vorbehandlung;22525;Hamburg;31.01.2025 14:37
2025;2;03.02.2025;;;8274039;AöR/KöR;1451362;22081;Hamburg;C;HH;H;C35SD;0;1;0276;Akten zur Vernichtung ISO 21964, SK2, SST4;20539;Hamburg;31.01.2025 16:46
2025;2;03.02.2025;;;8274834;Firma;930299;21107;Hamburg;M;HH;H;M07D;0;1;0261;Boden >Z2 und < /= DK I,  AVV 170504;20539;Hamburg;03.02.2025 06:42
2025;2;03.02.2025;;;8275151;Firma;2310555;22339;Hamburg;C;HH;H;C10;0;1;0277;Alt- und Bauholz behandelt A2;22525;Hamburg;03.02.2025 09:30
2025;2;03.02.2025;;;8275166;Firma;2224317;21129;Hamburg;M;HH;H;M05;0;1;0153;Bauschutt nicht recyclefähig - Beseitig. max. DK I;21218;Seevetal;03.02.2025 09:36
2025;2;03.02.2025;;07:00:00;8269448;Firma;2318738;24159;Kiel;M;KIE;H;M10;0;1;0180;Beton < 60 cm;24145;Kiel;29.01.2025 10:11
2025;2;03.02.2025;;08:00:00;8250169;Firma;2056437;24145;Kiel;M;KIE;H;M10D;0;1;0496;Akten zur Vernichtung ISO 21964, SK2, SST4 240l;24145;Kiel;15.01.2025 10:35
2025;2;03.02.2025;06:00:00;10:00:00;8268089;Firma;2321020;20099;Hamburg;M;HH;H;M05;0;1;0115;Baustellenabfälle zur Vorbehandlung;22525;Hamburg;28.01.2025 13:15
2025;2;03.02.2025;07:00:00;09:00:00;8271406;Firma;1905213;22113;Hamburg;M;HH;H;M03;0;1;0270;;;;30.01.2025 09:19
2025;2;03.02.2025;07:00:00;10:00:00;8271382;Firma;2098166;22113;Hamburg;C;HH;H;C25;0;1;0271;Elektroschrott (SG5) - Klein-, IT-Geräte;20539;Hamburg;30.01.2025 09:05
2025;2;03.02.2025;07:00:00;10:00:00;8271486;Firma;2230699;21037;Hamburg;M;HH;H;M07;0;1;0270;Baustellenabfälle zur Vorbehandlung;20539;Hamburg;30.01.2025 09:49
2025;2;03.02.2025;07:00:00;10:00:00;8271579;Firma;1869007;20539;Hamburg;M;HH;H;M07KB;0;1;0238;Bauschutt < 60 cm;20539;Hamburg;30.01.2025 10:21
2025;2;03.02.2025;07:00:00;10:00:00;8273571;Firma;2300021;20251;Hamburg;M;HH;H;M10;0;1;0246;Baustellenabfälle zur Vorbehandlung;22525;Hamburg;31.01.2025 11:22
2025;2;03.02.2025;07:00:00;10:00:00;8273577;Firma;2300021;20251;Hamburg;C;HH;H;C35;0;1;0189;Mineralfaserabfall in transparenten Bags;22525;Hamburg;31.01.2025 11:25
2025;2;03.02.2025;07:00:00;10:00:00;8273629;Firma;2304674;22397;Hamburg;M;HH;H;M07;0;1;0266;Baustellenabfälle zur Vorbehandlung;22525;Hamburg;31.01.2025 12:10
2025;2;03.02.2025;07:00:00;10:00:00;8273638;Firma;2319185;22143;Hamburg;M;HH;H;M07;0;1;0261;Bauschutt < 60 cm;22113;Hamburg;31.01.2025 12:15
2025;2;03.02.2025;07:00:00;12:00:00;8251954;Firma;2319021;22115;Hamburg;M;HH;H;M07;0;1;0110;Baustellenabfälle zur Vorbehandlung;20539;Hamburg;16.01.2025 11:29
2025;2;03.02.2025;07:00:00;12:00:00;8271631;Firma;2266206;21220;Seevetal;C;HH;H;C10;0;2;Seelandt 4;Asbesthaltige Baustoffe, AVV170605*;21218;Seevetal;30.01.2025 10:47
2025;2;03.02.2025;07:00:00;12:00:00;8272372;Firma;2155489;22043;Hamburg;M;HH;H;M07;0;1;0261;Bauschutt < 60 cm;20539;Hamburg;30.01.2025 15:44
2025;2;03.02.2025;07:00:00;14:00:00;8271407;Firma;2276687;25548;Kellinghusen;C;SME;H;C35;0;1;SM962;Kontaminiertes Holz A4;25436;Tornesch;30.01.2025 09:17
2025;2;03.02.2025;07:00:00;14:00:00;8271412;Firma;2276687;25548;Kellinghusen;C;SME;H;C35;0;1;SM962;Mineralfaserabfall m. sch. Verunr. in transp. Bags;25524;Itzehoe;30.01.2025 09:19
2025;2;03.02.2025;07:00:00;17:00:00;8272332;Firma;2236987;22297;Hamburg;C;HH;H;C07;0;1;0278;Kontaminiertes Holz A4;22525;Hamburg;30.01.2025 15:06
2025;2;03.02.2025;07:30:00;08:30:00;8273267;Firma;2288198;25566;Lägerdorf;M;SME;H;M07HHSB;0;1;SM347;Schrott;25524;Itzehoe;31.01.2025 08:31
2025;2;03.02.2025;08:00:00;10:00:00;8271256;Firma;1980315;22335;Hamburg;M;HH;H;M07;0;1;0267;Gewerbeabfall zur Vorbehandlung;22525;Hamburg;30.01.2025 08:04
2025;2;03.02.2025;08:00:00;10:00:00;8271523;Firma;2311991;22529;Hamburg;C;HH;H;C35SD;0;1;0241;Schrott;22525;Hamburg;30.01.2025 09:58
2025;2;03.02.2025;08:00:00;11:00:00;8273618;Firma;2316544;22113;Hamburg;C;HH;H;C20;0;1;0190;Schrott;22047;Hamburg;31.01.2025 11:58
2025;2;03.02.2025;08:00:00;12:00:00;8271635;Firma;2266206;21220;Seevetal;C;HH;H;C10;0;2;Seelandt 4;Asbesthaltige Baustoffe, AVV170605*;21218;Seevetal;30.01.2025 10:47
2025;2;03.02.2025;10:00:00;14:00:00;8273787;Firma;2247344;20359;Hamburg;M;HH;H;M07;0;1;0245;Baustellenabfälle zur Vorbehandlung;22525;Hamburg;31.01.2025 13:55
2025;2;03.02.2025;11:00:00;15:00:00;8269166;Firma;2162315;22085;Hamburg;M;HH;H;M07;0;1;0267;Baustellenabfälle zur Vorbehandlung;22525;Hamburg;29.01.2025 07:51
2025;2;03.02.2025;14:00:00;17:00:00;8273569;Firma;2302468;24109;Kiel;C;KIE;H;C35SD;0;1;0493;Buschwerk und Gartenabfälle;24145;Kiel;31.01.2025 11:22
2025;2;03.02.2025;15:00:00;;8266077;Firma;2321068;24105;Kiel;M;KIE;H;M10;0;1;0484;Sperrmüll zur Verwertung;24145;Kiel;27.01.2025 11:17
2025;2;03.02.2025;;;8236301;Firma;949191;21147;Hamburg;C;HH;L;C25;2;2;0257;Kantenrollen aus Kunststoff z. energet. Verwertung;20539;Hamburg;06.01.2025 10:28
2025;2;03.02.2025;;;8263672;Firma;2018736;21509;Glinde;C;HH;L;C25SD;1;1;0274;Kartonagen 1.04 B19 mittl. EUWID Vor-Vormonat;22113;Hamburg;24.01.2025 13:32
2025;2;03.02.2025;;;8263726;Firma;2225131;20457;Hamburg;C;HH;L;C35;1;1;0186;Beton < 60 cm;20539;Hamburg;24.01.2025 14:13
2025;2;03.02.2025;;;8271436;Firma;1400048;24568;Kaltenkirchen;C;HH;L;CP20;1;1;0239;Kartonagen 1.04 B19 oberer EUWID Vor-Vormonat;24558;Henstedt-Ulzburg;30.01.2025 09:29
2025;2;03.02.2025;;;8271916;Firma;1175586;24536;Neumünster;C;KIE;L;C25SD;1;1;0493;Mischpapier 1.02 B12 mittl. EUWID Vor-Vor-Monat;24539;Neumünster;30.01.2025 12:27
2025;2;03.02.2025;;;8271975;Firma;1752249;22844;Norderstedt;C;HH;L;CP20;1;1;0255;Kartonagen 1.04 B19 oberer EUWID Vor-Vormonat;24558;Henstedt-Ulzburg;30.01.2025 12:50
2025;2;03.02.2025;;;8272059;Firma;1207985;20539;Hamburg;C;HH;L;CP20;1;1;0260;Gewerbeabfall zur thermischen Verwertung;22113;Hamburg;30.01.2025 13:40
2025;2;03.02.2025;;;8272075;Firma;952243;20457;Hamburg;C;HH;L;C20RP;2;2;0275;Überlagerte/verunreinigte Nahrungsmittel, unverp.;21357;Bardowick;30.01.2025 13:54
2025;2;03.02.2025;;;8272076;Firma;1424225;21220;Seevetal;C;HH;L;CP20;1;1;0243;Gewerbeabfall zur Vorbehandlung;21439;Marxen;30.01.2025 13:54
2025;2;03.02.2025;;;8272113;Firma;952243;20457;Hamburg;C;HH;L;C20RP;2;2;0257;Überlagerte/verunreinigte Nahrungsmittel, unverp.;25436;Tornesch;30.01.2025 14:13
2025;2;03.02.2025;;;8272321;Firma;1621732;25469;Halstenbek;C;HH;L;C35SD;1;1;0278;Sperrmüll zur Verwertung;22525;Hamburg;30.01.2025 14:58
2025;2;03.02.2025;;;8272342;Firma;1005343;21629;Neu Wulmstorf;C;HH;L;C35;1;1;0250;Alt- und Bauholz behandelt A2;21244;Buchholz;30.01.2025 15:17
2025;2;03.02.2025;;;8273165;Firma;1745780;24113;Kiel;C;KIE;L;CP20;1;1;0491;Kartonagen 1.04 B19 mittl. EUWID Vor-Vormonat;24145;Kiel;31.01.2025 07:30
2025;2;03.02.2025;;;8273201;Firma;1942191;24568;Kaltenkirchen;M;HH;L;M10D;1;1;0281;Schrott;24568;Kaltenkirchen;31.01.2025 08:02
2025;2;03.02.2025;;;8273215;Firma;1718566;22969;Witzhave;C;HH;L;CP20;1;1;0196;Kartonagen 1.04 B19 mittl. EUWID Vor-Vormonat;22113;Hamburg;31.01.2025 08:08
2025;2;03.02.2025;;;8273221;Firma;1745780;24113;Kiel;C;KIE;L;CP20;1;1;0491;Gewerbeabfall zur Vorbehandlung;24145;Kiel;31.01.2025 08:11
2025;2;03.02.2025;;;8273325;Firma;1748854;21147;Hamburg;C;HH;L;CP20;1;1;0232;Kartonagen 1.04 B19 oberer EUWID Vor-Vormonat;22525;Hamburg;31.01.2025 09:07
2025;2;03.02.2025;;;8273342;Firma;1718566;22969;Witzhave;C;HH;L;C35;1;1;0196;Alt- und Bauholz behandelt A2;22113;Hamburg;31.01.2025 09:15
2025;2;03.02.2025;;;8273372;Firma;1010454;21035;Hamburg;C;HH;L;C35SD;1;1;0276;Alt- und Bauholz unbehandelt A1;22113;Hamburg;31.01.2025 09:39
2025;2;03.02.2025;;;8273552;Firma;2300190;20457;Hamburg;C;HH;L;CP20;1;1;0191;Vermischte Verpackungsabfälle zur Vorbehandlung;20539;Hamburg;31.01.2025 11:13
2025;2;03.02.2025;;;8275623;Firma;2129970;20457;Hamburg;M;HH;L;M07KB;2;2;0265;Gewerbeabfall zur Vorbehandlung;20457;Hamburg;03.02.2025 12:51
2025;2;03.02.2025;;;8275635;Firma;2272228;20457;Hamburg;M;HH;L;M07KB;2;2;0265;Gewerbeabfall zur Vorbehandlung;20457;Hamburg;03.02.2025 13:00
2025;2;03.02.2025;;11:00:00;8271392;Firma;1375647;21035;Hamburg;C;HH;L;CP20;1;1;0260;Folie 80/20 mittl. Euwid Vormonat;22113;Hamburg;30.01.2025 09:12
2025;2;03.02.2025;;12:00:00;8273318;Firma;2289990;20146;Hamburg;M;HH;L;M10;1;1;0279;Bauschutt < 60 cm;20539;Hamburg;31.01.2025 09:04
2025;2;03.02.2025;;15:30:00;8275443;Firma;2282378;22527;Hamburg;M;HH;L;M10D;1;1;0267;Baustellenabfälle zur Vorbehandlung;22525;Hamburg;03.02.2025 11:25
2025;2;03.02.2025;06:00:00;09:00:00;8269264;Firma;1093799;22529;Hamburg;C;HH;L;CP20;1;1;0256;Kartonagen 1.04 B19 oberer EUWID Vor-Vormonat;22525;Hamburg;29.01.2025 08:31
2025;2;03.02.2025;07:00:00;10:00:00;8267476;Firma;1878438;24568;Nützen;C;HH;L;C35SD;1;1;0273;Diverse Materialien;24568;Nützen;28.01.2025 08:03
2025;2;03.02.2025;07:00:00;10:00:00;8271424;Firma;1627297;22529;Hamburg;C;HH;L;C35;1;1;0241;Alt- und Bauholz behandelt A2;22525;Hamburg;30.01.2025 09:22
2025;2;03.02.2025;07:00:00;10:00:00;8271912;Firma;2319473;21029;Hamburg;C;HH;L;C25SD;1;1;0195;Gewerbeabfall zur Vorbehandlung;22113;Hamburg;30.01.2025 12:27
2025;2;03.02.2025;07:00:00;10:00:00;8273171;Firma;1924952;21035;Hamburg;C;HH;L;C35;1;1;0260;Alt- und Bauholz behandelt A2;22113;Hamburg;31.01.2025 07:32
2025;2;03.02.2025;07:00:00;10:00:00;8273184;Firma;1701668;22848;Norderstedt;C;HH;L;CP20;1;1;0253;Gewerbeabfall zur thermischen Verwertung;22525;Hamburg;31.01.2025 07:42
2025;2;03.02.2025;07:00:00;10:00:00;8273274;Firma;2289990;20146;Hamburg;M;HH;L;M10;1;1;0279;Bauschutt < 60 cm;20539;Hamburg;31.01.2025 09:01
